,datetime,code,price,amount,cash,order_id,realorder_id,trade_id,account_cookie,commission,tax,message,frozen,direction,total_frozen
96,2019-12-19 11:30:00,RBL8,3497.0002441406,94,1545541.379834587,b8b0bc4c-55ef-40c9-8df7-c1ae2d4beb55,b8b0bc4c-55ef-40c9-8df7-c1ae2d4beb55,b8b0bc4c-55ef-40c9-8df7-c1ae2d4beb55,T01b2T_RBL8_15min,328.71802294921645,0,,295846.22065429477,2,295846.22065429477
97,2019-12-24 11:30:00,RBL8,3505.0002441406,-94,1848578.1304659324,24aa5ef7-f74b-4f99-adc8-f47cf66c0ece,24aa5ef7-f74b-4f99-adc8-f47cf66c0ece,24aa5ef7-f74b-4f99-adc8-f47cf66c0ece,T01b2T_RBL8_15min,329.47002294921646,0,,0.0,-3,0.0
98,2019-12-25 11:30:00,RBL8,3502.0002441406,-94,1551979.7217886883,9e0d77f1-0fa3-4d28-805d-7faaf8ac67d1,9e0d77f1-0fa3-4d28-805d-7faaf8ac67d1,9e0d77f1-0fa3-4d28-805d-7faaf8ac67d1,T01b2T_RBL8_15min,329.1880229492164,0,,296269.22065429477,-2,296269.22065429477
99,2019-12-26 21:30:00,RBL8,3532.0002441406,94,1819716.9344200338,80069884-14a3-4d64-a669-cd895e91351b,80069884-14a3-4d64-a669-cd895e91351b,80069884-14a3-4d64-a669-cd895e91351b,T01b2T_RBL8_15min,332.0080229492164,0,,0.0,3,0.0
100,2019-12-27 09:15:00,RBL8,3537.0002441406,93,1523341.0729627607,799deeb6-9469-4981-a507-6ff4bf6ebd02,799deeb6-9469-4981-a507-6ff4bf6ebd02,799deeb6-9469-4981-a507-6ff4bf6ebd02,T01b2T_RBL8_15min,328.9410227050758,0,,296046.9204345682,2,296046.9204345682
101,2020-01-03 21:15:00,RBL8,3539.0002441406,-93,1820918.8663746242,9d1c65dc-14c3-41df-9a6a-b52d0c5d0b62,9d1c65dc-14c3-41df-9a6a-b52d0c5d0b62,9d1c65dc-14c3-41df-9a6a-b52d0c5d0b62,T01b2T_RBL8_15min,329.12702270507583,0,,0.0,-3,0.0
102,2020-01-13 15:00:00,RBL8,3540.0002441406,-93,1524291.6259173509,f4e8470e-6620-463d-acb2-ac0f5467cff7,f4e8470e-6620-463d-acb2-ac0f5467cff7,f4e8470e-6620-463d-acb2-ac0f5467cff7,T01b2T_RBL8_15min,329.2200227050758,0,,296298.0204345682,-2,296298.0204345682
103,2020-01-15 09:30:00,RBL8,3573.0002441406,93,1789567.3573292142,c1ea4690-a469-4120-9c16-09c58f4a127e,c1ea4690-a469-4120-9c16-09c58f4a127e,c1ea4690-a469-4120-9c16-09c58f4a127e,T01b2T_RBL8_15min,332.2890227050758,0,,0.0,3,0.0
104,2020-01-17 09:15:00,RBL8,3578.0002441406,92,1492979.7610919117,b7581a06-e174-4432-bbb9-742f126ef6ea,b7581a06-e174-4432-bbb9-742f126ef6ea,b7581a06-e174-4432-bbb9-742f126ef6ea,T01b2T_RBL8_15min,329.1760224609352,0,,296258.42021484167,2,296258.42021484167
105,2020-01-21 09:15:00,RBL8,3581.0002441406,-92,1791668.7292842919,d11b4049-f968-458f-b863-292733afd759,d11b4049-f968-458f-b863-292733afd759,d11b4049-f968-458f-b863-292733afd759,T01b2T_RBL8_15min,329.4520224609352,0,,0.0,-3,0.0
106,2020-01-21 14:30:00,RBL8,3557.0002441406,-92,1496821.8650469894,65f90c74-647b-41d5-8166-e4872dcf5eb5,65f90c74-647b-41d5-8166-e4872dcf5eb5,65f90c74-647b-41d5-8166-e4872dcf5eb5,T01b2T_RBL8_15min,327.2440224609352,0,,294519.6202148416,-2,294519.6202148416
